time,user,wanna,count,res
2020-11-16 22:33:30.407945,username6,wanna scoop,18,успех
2020-11-16 22:33:30.407945,username6,wanna top,108,успех
2020-11-16 22:33:30.407945,username8,wanna top,120,фейл
2020-11-16 22:33:30.407945,username7,wanna top,7,успех
2020-11-16 22:33:30.407945,username10,wanna top,120,фейл
2020-11-16 22:33:30.407945,username9,wanna top,171,фейл
2020-11-16 22:33:30.407945,username6,wanna scoop,132,успех
2020-11-16 22:33:30.407945,username10,wanna scoop,110,фейл
2020-11-16 22:33:30.407945,username9,wanna scoop,45,успех
2020-11-16 22:33:30.407945,username3,wanna top,21,успех
2020-11-16 22:33:30.407945,username2,wanna scoop,36,фейл
2020-11-16 22:33:30.407945,username3,wanna top,72,успех
2020-11-16 22:33:30.407945,username9,wanna scoop,18,успех
2020-11-16 22:33:30.407945,username2,wanna top,8,успех
2020-11-16 22:33:30.407945,username10,wanna scoop,110,фейл
2020-11-16 22:33:30.407945,username9,wanna scoop,36,успех
2020-11-16 22:33:30.407945,username9,wanna scoop,54,успех
2020-11-16 22:33:30.407945,username6,wanna top,126,успех
2020-11-16 22:33:30.407945,username2,wanna scoop,40,успех
2020-11-16 22:33:30.407945,username1,wanna scoop,12,успех
2020-11-16 22:33:30.407945,username5,wanna top,100,успех
2020-11-16 22:33:30.407945,username7,wanna top,175,фейл
2020-11-16 22:33:30.407945,username2,wanna scoop,22,успех
2020-11-16 22:33:30.407945,username8,wanna scoop,168,фейл
2020-11-16 22:33:30.407945,username10,wanna top,60,фейл
2020-11-16 22:33:30.407945,username9,wanna scoop,153,успех
2020-11-16 22:33:30.407945,username7,wanna scoop,119,фейл
2020-11-16 22:33:30.407945,username2,wanna scoop,38,фейл
2020-11-16 22:33:30.407945,username6,wanna top,60,успех
2020-11-16 22:33:30.407945,username6,wanna top,144,фейл
2020-11-16 22:33:30.407945,username1,wanna scoop,7,успех
2020-11-16 22:33:30.407945,username5,wanna scoop,5,успех
2020-11-16 22:33:30.407945,username9,wanna top,180,фейл
2020-11-16 22:33:30.407945,username8,wanna top,168,фейл
2020-11-16 22:33:30.407945,username10,wanna scoop,210,фейл
2020-11-16 22:33:30.407945,username5,wanna top,65,успех
2020-11-16 22:33:30.407945,username7,wanna top,147,фейл
2020-11-16 22:33:30.407945,username2,wanna top,22,успех
2020-11-16 22:33:30.407945,username2,wanna scoop,36,успех
2020-11-16 22:33:30.407945,username8,wanna top,144,фейл
2020-11-16 22:33:30.407945,username6,wanna scoop,36,успех
2020-11-16 22:33:30.407945,username9,wanna top,63,успех
2020-11-16 22:33:30.407945,username8,wanna top,136,фейл
2020-11-16 22:33:30.407945,username3,wanna scoop,12,успех
2020-11-16 22:33:30.407945,username2,wanna scoop,44,успех
2020-11-16 22:33:30.407945,username8,wanna scoop,56,успех
2020-11-16 22:33:30.407945,username9,wanna scoop,72,фейл
2020-11-16 22:33:30.407945,username3,wanna scoop,3,успех
2020-11-16 22:33:30.407945,username6,wanna scoop,60,фейл
2020-11-16 22:33:30.407945,username5,wanna top,110,успех
2020-11-16 22:33:30.407945,username1,wanna top,25,успех
2020-11-16 22:33:30.407945,username9,wanna scoop,90,успех
2020-11-16 22:33:30.407945,username2,wanna top,34,успех
2020-11-16 22:33:30.407945,username1,wanna top,23,успех
2020-11-16 22:33:30.407945,username5,wanna scoop,90,успех
2020-11-16 22:33:30.407945,username3,wanna top,66,успех
2020-11-16 22:33:30.407945,username5,wanna scoop,10,успех
2020-11-16 22:33:30.407945,username7,wanna scoop,112,фейл
2020-11-16 22:33:30.407945,username2,wanna top,48,успех
2020-11-16 22:33:30.407945,username2,wanna top,12,успех
2020-11-16 22:33:30.407945,username7,wanna top,28,успех
2020-11-16 22:33:30.407945,username7,wanna scoop,84,успех
2020-11-16 22:33:30.407945,username6,wanna top,102,успех
2020-11-16 22:33:30.407945,username4,wanna top,76,фейл
2020-11-16 22:33:30.407945,username9,wanna top,189,фейл
2020-11-16 22:33:30.407945,username9,wanna scoop,63,успех
2020-11-16 22:33:30.407945,username7,wanna top,112,фейл
2020-11-16 22:33:30.407945,username7,wanna top,105,фейл
2020-11-16 22:33:30.407945,username2,wanna top,26,успех
2020-11-16 22:33:30.407945,username1,wanna scoop,19,успех
2020-11-16 22:33:30.407945,username9,wanna scoop,54,успех
2020-11-16 22:33:30.407945,username1,wanna top,16,успех
2020-11-16 22:33:30.407945,username2,wanna top,44,успех
2020-11-16 22:33:30.407945,username3,wanna top,63,фейл
2020-11-16 22:33:30.407945,username7,wanna scoop,175,фейл
2020-11-16 22:33:30.407945,username6,wanna scoop,18,успех
2020-11-16 22:33:30.408942,username10,wanna top,60,успех
2020-11-16 22:33:30.408942,username4,wanna scoop,96,успех
2020-11-16 22:33:30.408942,username3,wanna top,27,успех
2020-11-16 22:33:30.408942,username9,wanna scoop,162,фейл
2020-11-16 22:33:30.408942,username6,wanna top,132,фейл
2020-11-16 22:33:30.408942,username8,wanna top,16,успех
2020-11-16 22:33:30.408942,username6,wanna scoop,114,успех
2020-11-16 22:33:30.408942,username10,wanna top,160,успех
2020-11-16 22:33:30.408942,username6,wanna scoop,90,успех
2020-11-16 22:33:30.408942,username2,wanna scoop,12,успех
2020-11-16 22:33:30.408942,username3,wanna top,15,успех
2020-11-16 22:33:30.408942,username8,wanna scoop,96,фейл
2020-11-16 22:33:30.408942,username2,wanna top,32,успех
2020-11-16 22:33:30.408942,username2,wanna scoop,14,успех
2020-11-16 22:33:30.408942,username3,wanna scoop,48,успех
2020-11-16 22:33:30.408942,username7,wanna scoop,84,фейл
2020-11-16 22:33:30.408942,username8,wanna scoop,168,фейл
2020-11-16 22:33:30.408942,username6,wanna top,6,успех
2020-11-16 22:33:30.408942,username3,wanna scoop,27,успех
2020-11-16 22:33:30.408942,username1,wanna scoop,3,успех
2020-11-16 22:33:30.408942,username9,wanna scoop,18,успех
2020-11-16 22:33:30.408942,username3,wanna scoop,72,фейл
2020-11-16 22:33:30.408942,username6,wanna scoop,6,успех
2020-11-16 22:33:30.408942,username9,wanna top,216,фейл
2020-11-16 22:33:30.408942,username8,wanna top,32,успех
2020-11-16 22:33:30.408942,username5,wanna top,55,успех
2020-11-16 22:33:30.408942,username9,wanna top,9,успех
2020-11-16 22:33:30.408942,username10,wanna top,110,фейл
2020-11-16 22:33:30.408942,username7,wanna scoop,63,успех
2020-11-16 22:33:30.408942,username6,wanna scoop,30,успех
2020-11-16 22:33:30.408942,username3,wanna scoop,54,фейл
2020-11-16 22:33:30.408942,username9,wanna scoop,207,фейл
2020-11-16 22:33:30.408942,username2,wanna scoop,2,успех
2020-11-16 22:33:30.408942,username2,wanna top,6,успех
2020-11-16 22:33:30.408942,username6,wanna scoop,96,фейл
2020-11-16 22:33:30.408942,username6,wanna scoop,30,фейл
2020-11-16 22:33:30.408942,username2,wanna scoop,48,фейл
2020-11-16 22:33:30.408942,username2,wanna top,22,успех
2020-11-16 22:33:30.408942,username10,wanna top,140,успех
2020-11-16 22:33:30.408942,username3,wanna scoop,27,успех
2020-11-16 22:33:30.408942,username10,wanna top,100,фейл
2020-11-16 22:33:30.408942,username4,wanna top,68,фейл
2020-11-16 22:33:30.408942,username8,wanna top,24,успех
2020-11-16 22:33:30.408942,username1,wanna scoop,2,успех
2020-11-16 22:33:30.408942,username5,wanna top,115,фейл
2020-11-16 22:33:30.408942,username9,wanna top,216,фейл
2020-11-16 22:33:30.408942,username4,wanna scoop,4,успех
2020-11-16 22:33:30.408942,username7,wanna scoop,133,успех
2020-11-16 22:33:30.408942,username2,wanna top,10,успех
2020-11-16 22:33:30.408942,username1,wanna top,9,успех
2020-11-16 22:33:30.408942,username6,wanna top,96,успех
2020-11-16 22:33:30.408942,username3,wanna top,60,фейл
2020-11-16 22:33:30.408942,username4,wanna scoop,96,успех
2020-11-16 22:33:30.408942,username4,wanna top,16,успех
2020-11-16 22:33:30.408942,username5,wanna top,110,успех
2020-11-16 22:33:30.408942,username7,wanna top,42,фейл
2020-11-16 22:33:30.408942,username6,wanna top,150,фейл
2020-11-16 22:33:30.408942,username3,wanna top,66,фейл
2020-11-16 22:33:30.408942,username2,wanna top,46,фейл
2020-11-16 22:33:30.408942,username6,wanna scoop,24,успех
2020-11-16 22:33:30.408942,username4,wanna top,12,успех
2020-11-16 22:33:30.408942,username4,wanna top,8,успех
2020-11-16 22:33:30.408942,username9,wanna scoop,108,успех
2020-11-16 22:33:30.408942,username3,wanna top,75,успех
2020-11-16 22:33:30.409940,username3,wanna scoop,39,успех
2020-11-16 22:33:30.409940,username2,wanna top,22,успех
2020-11-16 22:33:30.409940,username1,wanna top,25,успех
2020-11-16 22:33:30.409940,username1,wanna scoop,7,успех
2020-11-16 22:33:30.409940,username7,wanna scoop,21,успех
2020-11-16 22:33:30.409940,username3,wanna top,12,успех
2020-11-16 22:33:30.409940,username5,wanna scoop,55,успех
2020-11-16 22:33:30.409940,username4,wanna scoop,24,успех
2020-11-16 22:33:30.409940,username7,wanna scoop,140,фейл
2020-11-16 22:33:30.409940,username7,wanna top,126,успех
2020-11-16 22:33:30.409940,username7,wanna scoop,21,успех
2020-11-16 22:33:30.409940,username10,wanna top,40,фейл
2020-11-16 22:33:30.409940,username4,wanna top,16,успех
2020-11-16 22:33:30.409940,username8,wanna top,88,фейл
2020-11-16 22:33:30.409940,username2,wanna top,36,фейл
2020-11-16 22:33:30.409940,username4,wanna scoop,84,успех
2020-11-16 22:33:30.409940,username4,wanna top,48,успех
2020-11-16 22:33:30.409940,username5,wanna top,15,успех
2020-11-16 22:33:30.409940,username7,wanna top,77,фейл
2020-11-16 22:33:30.409940,username10,wanna top,130,фейл
2020-11-16 22:33:30.409940,username2,wanna top,12,успех
2020-11-16 22:33:30.409940,username6,wanna top,18,успех
2020-11-16 22:33:30.409940,username5,wanna top,125,фейл
2020-11-16 22:33:30.409940,username5,wanna top,100,фейл
2020-11-16 22:33:30.409940,username6,wanna top,24,фейл
2020-11-16 22:33:30.409940,username5,wanna scoop,25,успех
2020-11-16 22:33:30.409940,username6,wanna top,126,фейл
2020-11-16 22:33:30.409940,username7,wanna top,49,фейл
2020-11-16 22:33:30.409940,username5,wanna scoop,45,успех
2020-11-16 22:33:30.409940,username10,wanna scoop,230,фейл
2020-11-16 22:33:30.409940,username7,wanna top,49,успех
2020-11-16 22:33:30.409940,username1,wanna scoop,20,успех
2020-11-16 22:33:30.409940,username9,wanna top,126,фейл
2020-11-16 22:33:30.409940,username4,wanna top,96,фейл
2020-11-16 22:33:30.409940,username8,wanna top,64,фейл
2020-11-16 22:33:30.409940,username8,wanna top,152,фейл
2020-11-16 22:33:30.409940,username6,wanna scoop,102,успех
2020-11-16 22:33:30.409940,username1,wanna top,3,успех
2020-11-16 22:33:30.409940,username1,wanna scoop,17,успех
2020-11-16 22:33:30.409940,username6,wanna scoop,150,фейл
2020-11-16 22:33:30.409940,username2,wanna scoop,6,успех
2020-11-16 22:33:30.409940,username2,wanna scoop,22,успех
2020-11-16 22:33:30.409940,username3,wanna scoop,33,фейл
2020-11-16 22:33:30.409940,username7,wanna top,14,успех
2020-11-16 22:33:30.409940,username10,wanna scoop,60,фейл
2020-11-16 22:33:30.409940,username3,wanna top,24,успех
2020-11-16 22:33:30.409940,username5,wanna top,55,успех
2020-11-16 22:33:30.409940,username1,wanna scoop,4,успех
2020-11-16 22:33:30.409940,username8,wanna scoop,56,успех
2020-11-16 22:33:30.409940,username8,wanna scoop,112,фейл
2020-11-16 22:33:30.409940,username2,wanna scoop,14,успех
2020-11-16 22:33:30.409940,username8,wanna scoop,168,фейл
2020-11-16 22:33:30.409940,username8,wanna scoop,200,фейл
2020-11-16 22:33:30.409940,username4,wanna top,84,успех
2020-11-16 22:33:30.409940,username1,wanna top,8,успех
2020-11-16 22:33:30.409940,username7,wanna top,63,успех
2020-11-16 22:33:30.409940,username3,wanna scoop,54,успех
2020-11-16 22:33:30.409940,username2,wanna top,34,успех
2020-11-16 22:33:30.409940,username2,wanna scoop,42,успех
2020-11-16 22:33:30.409940,username7,wanna top,42,успех
2020-11-16 22:33:30.409940,username1,wanna scoop,11,успех
2020-11-16 22:33:30.409940,username4,wanna top,88,фейл
2020-11-16 22:33:30.409940,username9,wanna scoop,63,успех
2020-11-16 22:33:30.409940,username8,wanna top,16,успех
2020-11-16 22:33:30.409940,username5,wanna scoop,25,успех
2020-11-16 22:33:30.409940,username1,wanna top,5,успех
2020-11-16 22:33:30.409940,username1,wanna top,17,успех
2020-11-16 22:33:30.409940,username5,wanna top,120,фейл
2020-11-16 22:33:30.409940,username3,wanna top,45,успех
2020-11-16 22:33:30.409940,username10,wanna scoop,210,фейл
2020-11-16 22:33:30.409940,username9,wanna scoop,117,успех
2020-11-16 22:33:30.409940,username7,wanna scoop,21,успех
2020-11-16 22:33:30.409940,username9,wanna top,45,успех
2020-11-16 22:33:30.409940,username9,wanna top,36,успех
2020-11-16 22:33:30.409940,username6,wanna top,102,успех
2020-11-16 22:33:30.409940,username10,wanna scoop,230,фейл
2020-11-16 22:33:30.409940,username2,wanna top,12,успех
2020-11-16 22:33:30.409940,username1,wanna top,3,фейл
2020-11-16 22:33:30.409940,username2,wanna top,32,фейл
2020-11-16 22:33:30.409940,username8,wanna scoop,8,успех
2020-11-16 22:33:30.409940,username1,wanna scoop,21,успех
2020-11-16 22:33:30.409940,username3,wanna scoop,54,успех
2020-11-16 22:33:30.409940,username9,wanna scoop,63,успех
2020-11-16 22:33:30.409940,username5,wanna scoop,90,фейл
2020-11-16 22:33:30.409940,username7,wanna scoop,70,фейл
2020-11-16 22:33:30.410938,username2,wanna top,48,успех
2020-11-16 22:33:30.410938,username7,wanna scoop,49,успех
2020-11-16 22:33:30.410938,username1,wanna scoop,2,успех
2020-11-16 22:33:30.410938,username3,wanna scoop,66,фейл
2020-11-16 22:33:30.410938,username1,wanna top,20,успех
2020-11-16 22:33:30.410938,username8,wanna top,136,фейл
2020-11-16 22:33:30.410938,username8,wanna scoop,64,успех
2020-11-16 22:33:30.410938,username5,wanna scoop,65,фейл
2020-11-16 22:33:30.410938,username8,wanna top,72,успех
2020-11-16 22:33:30.410938,username2,wanna top,50,успех
2020-11-16 22:33:30.410938,username2,wanna top,6,успех
2020-11-16 22:33:30.410938,username5,wanna scoop,70,успех
2020-11-16 22:33:30.410938,username5,wanna scoop,10,успех
2020-11-16 22:33:30.410938,username6,wanna scoop,18,успех
2020-11-16 22:33:30.410938,username9,wanna top,45,успех
2020-11-16 22:33:30.410938,username7,wanna top,147,фейл
2020-11-16 22:33:30.410938,username8,wanna scoop,88,фейл
2020-11-16 22:33:30.410938,username9,wanna top,225,фейл
2020-11-16 22:33:30.410938,username6,wanna top,6,успех
2020-11-16 22:33:30.410938,username9,wanna top,189,фейл
2020-11-16 22:33:30.410938,username3,wanna top,12,успех
2020-11-16 22:33:30.410938,username6,wanna top,12,успех
2020-11-16 22:33:30.410938,username4,wanna scoop,12,успех
2020-11-16 22:33:30.410938,username5,wanna top,25,успех
2020-11-16 22:33:30.410938,username8,wanna scoop,24,успех
2020-11-16 22:33:30.410938,username5,wanna scoop,125,фейл
2020-11-16 22:33:30.410938,username5,wanna top,85,успех
2020-11-16 22:33:30.410938,username9,wanna top,225,фейл
2020-11-16 22:33:30.410938,username4,wanna top,32,фейл
2020-11-16 22:33:30.410938,username5,wanna top,105,фейл
2020-11-16 22:33:30.410938,username1,wanna scoop,18,успех
2020-11-16 22:33:30.410938,username5,wanna top,15,успех
2020-11-16 22:33:30.410938,username5,wanna scoop,10,успех
2020-11-16 22:33:30.410938,username3,wanna scoop,6,успех
2020-11-16 22:33:30.410938,username7,wanna scoop,140,успех
2020-11-16 22:33:30.410938,username8,wanna scoop,40,фейл
2020-11-16 22:33:30.410938,username9,wanna scoop,144,фейл
2020-11-16 22:33:30.410938,username2,wanna top,14,успех
2020-11-16 22:33:30.410938,username6,wanna top,24,успех
2020-11-16 22:33:30.410938,username7,wanna scoop,84,фейл
2020-11-16 22:33:30.410938,username1,wanna top,8,успех
2020-11-16 22:33:30.410938,username3,wanna top,36,успех
2020-11-16 22:33:30.410938,username4,wanna top,20,успех
2020-11-16 22:33:30.410938,username5,wanna scoop,110,успех
2020-11-16 22:33:30.410938,username10,wanna scoop,160,фейл
2020-11-16 22:33:30.410938,username4,wanna scoop,92,фейл
2020-11-16 22:33:30.410938,username6,wanna scoop,144,фейл
2020-11-16 22:33:30.410938,username7,wanna scoop,7,успех
2020-11-16 22:33:30.410938,username8,wanna top,168,успех
2020-11-16 22:33:30.410938,username10,wanna top,210,фейл
2020-11-16 22:33:30.410938,username3,wanna top,60,фейл
2020-11-16 22:33:30.410938,username7,wanna scoop,77,успех
2020-11-16 22:33:30.410938,username6,wanna top,6,успех
2020-11-16 22:33:30.410938,username4,wanna scoop,20,успех
2020-11-16 22:33:30.410938,username9,wanna top,153,фейл
2020-11-16 22:33:30.410938,username4,wanna top,12,успех
2020-11-16 22:33:30.410938,username9,wanna top,216,фейл
2020-11-16 22:33:30.410938,username8,wanna top,120,фейл
2020-11-16 22:33:30.410938,username6,wanna scoop,150,фейл
2020-11-16 22:33:30.410938,username10,wanna top,170,фейл
2020-11-16 22:33:30.410938,username2,wanna scoop,38,успех
2020-11-16 22:33:30.410938,username3,wanna top,54,успех
2020-11-16 22:33:30.410938,username6,wanna top,30,успех
2020-11-16 22:33:30.410938,username9,wanna scoop,189,фейл
2020-11-16 22:33:30.410938,username2,wanna scoop,42,успех
2020-11-16 22:33:30.410938,username8,wanna scoop,8,успех
2020-11-16 22:33:30.410938,username10,wanna scoop,140,фейл
2020-11-16 22:33:30.410938,username2,wanna scoop,6,успех
2020-11-16 22:33:30.410938,username5,wanna top,85,успех
2020-11-16 22:33:30.410938,username6,wanna scoop,84,успех
2020-11-16 22:33:30.410938,username3,wanna top,27,успех
2020-11-16 22:33:30.410938,username9,wanna scoop,108,успех
2020-11-16 22:33:30.410938,username3,wanna scoop,33,фейл
2020-11-16 22:33:30.410938,username8,wanna scoop,64,фейл
2020-11-16 22:33:30.410938,username2,wanna top,16,успех
2020-11-16 22:33:30.410938,username1,wanna top,3,успех
2020-11-16 22:33:30.410938,username4,wanna top,28,успех
2020-11-16 22:33:30.410938,username4,wanna scoop,32,успех
2020-11-16 22:33:30.410938,username2,wanna scoop,30,фейл
2020-11-16 22:33:30.410938,username8,wanna scoop,80,фейл
2020-11-16 22:33:30.410938,username2,wanna scoop,10,успех
2020-11-16 22:33:30.410938,username3,wanna scoop,6,успех
2020-11-16 22:33:30.410938,username6,wanna top,108,успех
2020-11-16 22:33:30.410938,username7,wanna top,154,фейл
2020-11-16 22:33:30.410938,username8,wanna top,8,успех
2020-11-16 22:33:30.410938,username5,wanna top,50,успех
2020-11-16 22:33:30.410938,username6,wanna top,108,фейл
2020-11-16 22:33:30.410938,username9,wanna top,99,фейл
2020-11-16 22:33:30.410938,username3,wanna scoop,51,успех
2020-11-16 22:33:30.410938,username1,wanna scoop,20,успех
2020-11-16 22:33:30.410938,username10,wanna top,50,успех
2020-11-16 22:33:30.410938,username3,wanna scoop,69,успех
2020-11-16 22:33:30.410938,username4,wanna scoop,60,успех
2020-11-16 22:33:30.410938,username7,wanna scoop,14,успех
2020-11-16 22:33:30.410938,username6,wanna top,54,успех
2020-11-16 22:33:30.410938,username6,wanna top,126,успех
2020-11-16 22:33:30.410938,username3,wanna top,9,успех
2020-11-16 22:33:30.410938,username10,wanna top,20,фейл
2020-11-16 22:33:30.410938,username5,wanna top,40,фейл
2020-11-16 22:33:30.410938,username4,wanna top,72,фейл
2020-11-16 22:33:30.410938,username10,wanna scoop,160,успех
2020-11-16 22:33:30.410938,username3,wanna top,66,успех
2020-11-16 22:33:30.410938,username5,wanna scoop,10,успех
2020-11-16 22:33:30.410938,username6,wanna top,66,успех
2020-11-16 22:33:30.410938,username7,wanna scoop,168,фейл
2020-11-16 22:33:30.410938,username7,wanna scoop,14,успех
2020-11-16 22:33:30.410938,username7,wanna scoop,28,успех
2020-11-16 22:33:30.411934,username5,wanna scoop,80,успех
2020-11-16 22:33:30.411934,username10,wanna top,140,успех
2020-11-16 22:33:30.411934,username6,wanna scoop,132,успех
2020-11-16 22:33:30.411934,username4,wanna top,24,успех
2020-11-16 22:33:30.411934,username4,wanna scoop,40,успех
2020-11-16 22:33:30.411934,username2,wanna top,6,успех
2020-11-16 22:33:30.411934,username3,wanna top,48,успех
2020-11-16 22:33:30.411934,username3,wanna scoop,69,успех
2020-11-16 22:33:30.411934,username4,wanna scoop,96,фейл
2020-11-16 22:33:30.411934,username10,wanna top,220,фейл
2020-11-16 22:33:30.411934,username9,wanna scoop,9,успех
2020-11-16 22:33:30.411934,username9,wanna scoop,45,фейл
2020-11-16 22:33:30.411934,username6,wanna scoop,6,успех
2020-11-16 22:33:30.411934,username8,wanna top,16,успех
2020-11-16 22:33:30.411934,username8,wanna scoop,168,фейл
2020-11-16 22:33:30.411934,username7,wanna top,91,успех
2020-11-16 22:33:30.411934,username10,wanna scoop,170,фейл
2020-11-16 22:33:30.411934,username9,wanna scoop,90,успех
2020-11-16 22:33:30.411934,username3,wanna top,51,успех
2020-11-16 22:33:30.411934,username9,wanna top,108,успех
2020-11-16 22:33:30.411934,username7,wanna top,133,фейл
2020-11-16 22:33:30.411934,username1,wanna top,4,успех
2020-11-16 22:33:30.411934,username1,wanna top,21,фейл
2020-11-16 22:33:30.411934,username4,wanna top,52,фейл
2020-11-16 22:33:30.411934,username8,wanna top,96,фейл
2020-11-16 22:33:30.411934,username6,wanna top,60,фейл
2020-11-16 22:33:30.411934,username10,wanna top,230,фейл
2020-11-16 22:33:30.411934,username8,wanna scoop,32,успех
2020-11-16 22:33:30.411934,username6,wanna scoop,12,успех
2020-11-16 22:33:30.411934,username9,wanna scoop,72,успех
2020-11-16 22:33:30.411934,username2,wanna top,12,успех
2020-11-16 22:33:30.411934,username5,wanna top,95,успех
2020-11-16 22:33:30.411934,username7,wanna top,140,фейл
2020-11-16 22:33:30.411934,username4,wanna scoop,16,успех
2020-11-16 22:33:30.411934,username2,wanna scoop,24,успех
2020-11-16 22:33:30.411934,username10,wanna scoop,20,успех
2020-11-16 22:33:30.411934,username4,wanna top,64,успех
2020-11-16 22:33:30.411934,username7,wanna scoop,98,успех
2020-11-16 22:33:30.411934,username10,wanna scoop,200,фейл
2020-11-16 22:33:30.411934,username10,wanna scoop,130,фейл
2020-11-16 22:33:30.411934,username6,wanna scoop,150,фейл
2020-11-16 22:33:30.411934,username8,wanna scoop,136,фейл
2020-11-16 22:33:30.411934,username10,wanna top,10,успех
2020-11-16 22:33:30.411934,username4,wanna top,68,успех
2020-11-16 22:33:30.411934,username10,wanna top,190,фейл
2020-11-16 22:33:30.411934,username7,wanna scoop,77,успех
2020-11-16 22:33:30.411934,username4,wanna scoop,28,успех
2020-11-16 22:33:30.411934,username3,wanna scoop,63,фейл
2020-11-16 22:33:30.411934,username4,wanna top,96,успех
2020-11-16 22:33:30.412932,username10,wanna scoop,50,успех
2020-11-16 22:33:30.412932,username2,wanna top,46,успех
2020-11-16 22:33:30.412932,username6,wanna scoop,66,успех
2020-11-16 22:33:30.412932,username9,wanna scoop,198,фейл
2020-11-16 22:33:30.412932,username2,wanna scoop,16,успех
2020-11-16 22:33:30.412932,username4,wanna scoop,72,фейл
2020-11-16 22:33:30.412932,username5,wanna scoop,85,фейл
2020-11-16 22:33:30.412932,username3,wanna top,12,успех
2020-11-16 22:33:30.412932,username5,wanna scoop,55,успех
2020-11-16 22:33:30.412932,username10,wanna scoop,190,фейл
2020-11-16 22:33:30.412932,username5,wanna scoop,25,фейл
2020-11-16 22:33:30.412932,username7,wanna top,42,успех
2020-11-16 22:33:30.412932,username8,wanna top,112,успех
2020-11-16 22:33:30.412932,username2,wanna top,48,фейл
2020-11-16 22:33:30.412932,username9,wanna top,126,фейл
2020-11-16 22:33:30.412932,username5,wanna top,105,фейл
2020-11-16 22:33:30.412932,username7,wanna top,168,фейл
2020-11-16 22:33:30.412932,username10,wanna scoop,130,успех
2020-11-16 22:33:30.412932,username10,wanna scoop,60,фейл
2020-11-16 22:33:30.412932,username10,wanna top,250,фейл
2020-11-16 22:33:30.412932,username8,wanna top,176,фейл
2020-11-16 22:33:30.412932,username2,wanna scoop,22,успех
2020-11-16 22:33:30.412932,username7,wanna scoop,112,фейл
2020-11-16 22:33:30.412932,username4,wanna top,4,успех
2020-11-16 22:33:30.412932,username7,wanna scoop,21,успех
2020-11-16 22:33:30.412932,username9,wanna scoop,153,фейл
2020-11-16 22:33:30.412932,username7,wanna top,147,успех
2020-11-16 22:33:30.412932,username6,wanna scoop,48,успех
2020-11-16 22:33:30.412932,username3,wanna top,24,успех
2020-11-16 22:33:30.412932,username2,wanna scoop,6,успех
2020-11-16 22:33:30.412932,username1,wanna scoop,7,успех
2020-11-16 22:33:30.412932,username4,wanna scoop,72,успех
2020-11-16 22:33:30.412932,username6,wanna top,120,успех
2020-11-16 22:33:30.412932,username6,wanna scoop,132,успех
2020-11-16 22:33:30.412932,username5,wanna scoop,100,фейл
2020-11-16 22:33:30.412932,username6,wanna top,24,успех
2020-11-16 22:33:30.412932,username2,wanna scoop,18,успех
2020-11-16 22:33:30.412932,username1,wanna top,14,успех
2020-11-16 22:33:30.412932,username2,wanna top,42,успех
2020-11-16 22:33:30.412932,username7,wanna scoop,98,фейл
